,mashup_id,api_id,value
3428,4542,1460,1
3429,3198,1460,1
3430,2919,1460,1
3431,3618,1460,1
3432,1349,1460,1
3433,2674,1460,1
3434,3193,1460,1
3435,6239,1460,1
3436,4391,1460,1
3437,5813,1460,1
3438,2679,1460,1
3439,118,1460,1
3440,4888,2061,1
3441,2498,2069,1
3442,2496,2069,1
3443,2500,2069,1
3444,2591,2069,1
3445,2497,2069,1
3446,4879,30,1
3447,3353,30,1
3448,5706,30,1
3449,6053,30,1
3450,5410,30,1
3451,2883,30,1
3452,3448,2356,1
3453,1894,2356,1
3454,3622,2213,1
3455,758,2213,1
3456,4183,2354,1
3457,834,1771,1
3458,866,1772,1
3459,5348,2355,1
3460,588,2103,1
3461,4184,2103,1
3462,3134,2064,1
3463,3122,2147,1
3464,3124,2147,1
3465,3123,2147,1
3466,3126,2147,1
3467,4293,2147,1
3468,3125,2147,1
3469,4919,1768,1
3470,4919,1768,1
3471,830,1769,1
3472,3999,1770,1
3473,3517,1770,1
3474,5874,1770,1
3475,3987,1544,1
3476,1762,1544,1
3477,4725,1544,1
3478,6247,1544,1
3479,6180,1544,1
3480,4453,1544,1
3481,6184,1545,1
3482,3835,1546,1
3483,5864,1543,1
3484,3720,1543,1
3485,5557,1543,1
3486,596,1543,1
3487,5930,1543,1
3488,1939,1543,1
3489,6269,1543,1
3490,361,1543,1
3491,4053,1543,1
3492,6122,1543,1
3493,6210,1543,1
3494,6026,1543,1
3495,4729,1543,1
3496,174,1543,1
3497,5899,1543,1
3498,1884,1543,1
3499,298,1543,1
3500,6145,1543,1
3501,5837,1543,1
3502,6194,1543,1
3503,4481,1543,1
3504,627,1543,1
3505,3684,1543,1
3506,4442,1543,1
3507,4582,1543,1
3508,241,1543,1
3509,3268,1543,1
3510,4774,1543,1
3511,5597,1543,1
3512,3142,1543,1
3513,2522,1543,1
3514,1116,1543,1
3515,4951,1543,1
3516,824,1543,1
3517,6209,1543,1
3518,536,1543,1
3519,538,1543,1
3520,4698,1543,1
3521,2502,1543,1
3522,1748,1543,1
3523,131,1543,1
3524,1457,1543,1
3525,5038,1543,1
3526,2951,1543,1
3527,6113,1543,1
3528,2642,1543,1
3529,59,1543,1
3530,6238,1543,1
3531,5516,1543,1
3532,5534,1377,1
3533,3053,1377,1
3534,3618,1377,1
3535,3189,1377,1
3536,1562,1379,1
3537,3690,1379,1
3538,2159,2058,1
3539,847,805,1
3540,4496,785,1
3541,2773,785,1
3542,4494,785,1
3543,3034,785,1
3544,2765,785,1
3545,3192,785,1
3546,1774,773,1
3547,1055,910,1
3548,2969,2533,1
3549,3799,2533,1
3550,240,2533,1
3551,2818,2331,1
3552,2325,2168,1
3553,3905,2168,1
3554,711,2168,1
3555,3389,2168,1
3556,5766,2168,1
3557,5629,2586,1
3558,5075,2407,1
3559,5312,2407,1
3560,1556,2330,1
3561,3351,896,1
3562,6211,896,1
3563,203,896,1
3564,3135,896,1
3565,5326,896,1
3566,4590,2329,1
3567,1781,2329,1
3568,4575,2332,1
3569,1334,408,1
3570,1437,408,1
3571,1448,372,1
3572,3737,2245,1
3573,2300,570,1
3574,1950,570,1
3575,4713,570,1
3576,2731,570,1
3577,519,570,1
3578,5062,570,1
3579,3963,570,1
3580,3495,570,1
3581,2735,570,1
3582,2677,570,1
3583,5378,570,1
3584,257,570,1
3585,2300,570,1
3586,1950,570,1
3587,4713,570,1
3588,2731,570,1
3589,519,570,1
3590,5062,570,1
3591,3963,570,1
3592,3495,570,1
3593,2735,570,1
3594,2677,570,1
3595,5378,570,1
3596,257,570,1
3597,5461,1666,1
3598,5461,1666,1
3599,5365,486,1
3600,5175,498,1
3601,1338,498,1
3602,572,498,1
3603,5085,498,1
3604,3150,498,1
3605,4827,498,1
3606,1534,498,1
3607,270,498,1
3608,5055,498,1
3609,1855,498,1
3610,3415,498,1
3611,3391,498,1
3612,5956,498,1
3613,2358,498,1
3614,5801,498,1
3615,133,498,1
3616,42,498,1
3617,5177,498,1
3618,61,498,1
3619,5159,498,1
3620,6019,498,1
3621,5209,498,1
3622,2282,498,1
3623,5115,498,1
3624,1935,498,1
3625,2564,498,1
3626,557,498,1
3627,3130,498,1
3628,4032,498,1
3629,4467,498,1
3630,5211,498,1
3631,2673,498,1
3632,5245,498,1
3633,3669,498,1
3634,6208,498,1
3635,3151,498,1
3636,6102,498,1
3637,6146,498,1
3638,5397,498,1
3639,1977,498,1
3640,873,498,1
3641,2436,498,1
3642,5243,498,1
3643,5557,488,1
3644,3876,488,1
3645,5441,488,1
3646,431,488,1
3647,5662,488,1
3648,123,488,1
3649,4850,488,1
3650,1680,488,1
3651,664,488,1
3652,3800,488,1
3653,2352,488,1
3654,423,488,1
3655,6054,488,1
3656,1667,488,1
3657,5299,488,1
3658,4783,488,1
3659,40,488,1
3660,913,488,1
3661,4018,488,1
3662,994,494,1
3663,280,494,1
3664,5797,494,1
3665,2669,494,1
3666,4484,494,1
3667,4665,494,1
3668,2088,494,1
3669,191,494,1
3670,4678,494,1
3671,6137,494,1
3672,4669,494,1
3673,2630,494,1
3674,5005,494,1
3675,6263,494,1
3676,2642,494,1
3677,1050,494,1
3678,2765,494,1
3679,6204,494,1
3680,1429,494,1
3681,5923,494,1
3682,1471,494,1
3683,5266,494,1
3684,4845,494,1
3685,5583,494,1
3686,1548,494,1
3687,6002,494,1
3688,3835,494,1
3689,2709,494,1
3690,6202,494,1
3691,218,494,1
3692,5506,494,1
3693,4838,494,1
3694,2463,494,1
3695,4554,494,1
3696,5557,489,1
3697,431,489,1
3698,4540,489,1
3699,2672,489,1
3700,1667,489,1
3701,5956,489,1
3702,1077,489,1
3703,2630,489,1
3704,1287,489,1
3705,4697,489,1
3706,4554,489,1
3707,2021,2497,1
3708,1660,1306,1
3709,5236,1306,1
3710,6296,1306,1
3711,4410,1306,1
3712,5239,1306,1
3713,5194,1306,1
3714,3058,1306,1
3715,976,1306,1
3716,1582,1306,1
3717,4412,1306,1
3718,5201,1306,1
3719,4481,1306,1
3720,4450,1306,1
3721,4305,1306,1
3722,2349,1306,1
3723,3281,1306,1
3724,2350,1306,1
3725,5,1306,1
3726,5215,1306,1
3727,1693,1306,1
3728,2960,1306,1
3729,2569,1306,1
3730,5828,1306,1
3731,4984,1306,1
3732,5173,1306,1
3733,5119,1306,1
3734,1673,1306,1
3735,6227,1306,1
3736,5226,1306,1
3737,2686,1306,1
3738,5152,1306,1
3739,4476,1306,1
3740,1854,1306,1
3741,5467,1306,1
3742,5181,1306,1
3743,3332,1306,1
3744,2144,1306,1
3745,3641,1306,1
3746,5314,1306,1
3747,5158,1306,1
3748,5250,1306,1
3749,4458,1306,1
3750,2295,1306,1
3751,5143,1306,1
3752,2124,1306,1
3753,1085,1306,1
3754,3917,1306,1
3755,5962,1306,1
3756,5765,1306,1
3757,5124,1306,1
3758,6006,1306,1
3759,230,1306,1
3760,6242,1306,1
3761,3399,1306,1
3762,5129,1306,1
3763,3031,1306,1
3764,4164,1306,1
3765,131,1306,1
3766,4657,1306,1
3767,647,1306,1
3768,2167,1306,1
3769,4695,1306,1
3770,5149,1306,1
3771,1292,1306,1
3772,2037,1306,1
3773,5223,1306,1
3774,22,1306,1
3775,2485,1306,1
3776,6293,1306,1
3777,1705,1306,1
3778,3437,1306,1
3779,1033,1306,1
3780,2383,1306,1
3781,5310,1306,1
3782,5695,1306,1
3783,15,1306,1
3784,4191,1306,1
3785,4751,1306,1
3786,2833,1306,1
3787,3207,1306,1
3788,4766,1306,1
3789,3240,1306,1
3790,4664,1306,1
3791,1687,1306,1
3792,5218,1306,1
3793,5627,1306,1
3794,6317,1306,1
3795,5361,1306,1
3796,1747,1306,1
3797,3199,1306,1
3798,2084,1306,1
3799,3460,1306,1
3800,1181,1306,1
3801,5488,1306,1
3802,3693,1306,1
3803,2834,1306,1
3804,5688,1306,1
3805,5151,1306,1
3806,5272,1306,1
3807,4273,1306,1
3808,2046,1306,1
3809,1351,1306,1
3810,827,1306,1
3811,1187,1306,1
3812,5039,1306,1
3813,5982,1306,1
3814,2695,1306,1
3815,6055,1306,1
3816,1094,1306,1
3817,4108,1306,1
3818,3071,1306,1
3819,5238,1306,1
3820,1314,1306,1
3821,4270,1306,1
3822,709,1306,1
3823,5903,1306,1
3824,2520,1306,1
3825,1089,1306,1
3826,3430,1306,1
3827,2608,1306,1
3828,4314,1306,1
3829,790,1306,1
3830,4734,1306,1
3831,1662,1306,1
3832,636,1306,1
3833,4860,1306,1
3834,4916,1306,1
3835,2356,1306,1
3836,5273,1306,1
3837,908,1306,1
3838,1769,1306,1
3839,13,1306,1
3840,5120,1306,1
3841,310,1306,1
3842,5692,1306,1
3843,6188,1306,1
3844,3401,1306,1
3845,4598,1306,1
3846,3904,1306,1
3847,1572,1306,1
3848,3690,979,1
3849,3012,979,1
3850,6184,979,1
3851,2974,979,1
3852,2805,797,1
3853,884,797,1
3854,2803,797,1
3855,3331,797,1
3856,4139,2286,1
3857,1367,1254,1
3858,4442,980,1
3859,4582,980,1
3860,241,980,1
3861,5477,980,1
3862,4422,980,1
3863,3657,980,1
3864,6184,978,1
3865,4057,2243,1
3866,4224,2243,1
3867,5730,341,1
3868,6046,341,1
3869,4186,341,1
3870,4688,341,1
3871,5516,341,1
3872,1016,341,1
3873,5856,341,1
3874,362,341,1
3875,876,341,1
3876,3061,341,1
3877,875,341,1
3878,347,1701,1
3879,2921,1303,1
3880,4975,1303,1
3881,3791,1551,1
3882,2595,971,1
3883,2,972,1
3884,5112,973,1
3885,2936,973,1
3886,1764,57,1
3887,6046,539,1
3888,3923,539,1
3889,3143,539,1
3890,2826,538,1
3891,2297,538,1
3892,1987,538,1
3893,2665,837,1
3894,5467,2451,1
3895,2300,562,1
3896,3119,562,1
3897,1848,562,1
3898,3118,562,1
3899,3846,562,1
3900,1651,562,1
3901,5062,562,1
3902,3585,1572,1
3903,776,2395,1
3904,776,2395,1
3905,5524,1973,1
3906,2844,1973,1
3907,538,132,1
3908,4058,132,1
3909,5515,132,1
3910,2806,967,1
3911,670,967,1
3912,4975,963,1
3913,1838,964,1
3914,822,965,1
3915,6026,966,1
3916,443,966,1
3917,2221,966,1
3918,1497,966,1
3919,6216,966,1
3920,3835,966,1
3921,4638,2117,1
3922,6041,2117,1
3923,5605,2117,1
3924,5612,2115,1
3925,5383,2115,1
3926,1905,2115,1
3927,1057,2115,1
3928,2912,2116,1
3929,2908,2116,1
3930,2909,2116,1
3931,2910,2116,1
3932,2911,2116,1
3933,237,2154,1
3934,1554,655,1
3935,1301,2131,1
3936,159,2131,1
3937,1638,2131,1
3938,5429,2131,1
3939,2122,2131,1
3940,5432,2131,1
3941,4994,2131,1
3942,5262,2131,1
3943,5270,2131,1
3944,354,2131,1
3945,760,2131,1
3946,1047,2131,1
3947,1739,2131,1
3948,1433,2131,1
3949,5522,2131,1
3950,759,2131,1
3951,5841,2131,1
3952,5979,2131,1
3953,1185,2131,1
3954,5367,2131,1
3955,637,2131,1
3956,3237,2131,1
3957,5823,2131,1
3958,2863,2131,1
3959,4362,2131,1
3960,2479,2131,1
3961,926,2131,1
3962,3414,2131,1
3963,2424,2131,1
3964,3998,2131,1
3965,4674,2131,1
3966,126,2131,1
3967,3042,2131,1
3968,643,2131,1
3969,5052,2131,1
3970,5632,2131,1
3971,2581,2131,1
3972,382,2131,1
3973,674,2131,1
3974,909,2131,1
3975,1130,2131,1
3976,1168,2131,1
3977,1192,2131,1
3978,1330,2131,1
3979,1931,2131,1
3980,1802,2131,1
3981,2089,2131,1
3982,2181,2131,1
3983,2200,2131,1
3984,3929,2131,1
3985,2704,2131,1
3986,2832,2131,1
3987,1639,2131,1
3988,3274,2131,1
3989,3967,2131,1
3990,4165,2131,1
3991,4532,2131,1
3992,5286,2131,1
3993,5433,2131,1
3994,5435,2131,1
3995,5760,2131,1
3996,5431,2131,1
3997,905,2131,1
3998,4011,2131,1
3999,3080,2131,1
4000,5081,1498,1
4001,711,309,1
4002,4484,1010,1
4003,5516,1010,1
4004,4487,1880,1
4005,4487,1880,1
4006,1166,2258,1
4007,1166,2258,1
4008,5797,621,1
4009,958,621,1
4010,5817,621,1
4011,5014,621,1
4012,191,621,1
4013,2977,621,1
4014,2765,621,1
4015,4845,621,1
4016,2015,620,1
4017,5085,620,1
4018,1985,620,1
4019,2282,620,1
4020,114,620,1
4021,424,623,1
4022,218,622,1
4023,4763,619,1
4024,3598,1884,1
4025,6155,1143,1
4026,2407,1143,1
4027,6021,1143,1
4028,2409,1143,1
4029,172,1143,1
4030,5980,219,1
4031,5557,790,1
4032,2665,790,1
4033,124,790,1
4034,5674,1393,1
4035,1041,1883,1
4036,2148,1882,1
4037,2236,2091,1
4038,1553,1699,1
4039,2549,1699,1
4040,1377,1526,1
4041,519,1436,1
4042,5668,1553,1
4043,5893,1553,1
4044,4891,1553,1
4045,4624,1553,1
4046,4625,1553,1
4047,5504,1552,1
4048,4560,1385,1
4049,2640,138,1
4050,3043,2272,1
4051,3859,2272,1
4052,5967,754,1
4053,578,752,1
4054,5887,752,1
4055,5449,2254,1
4056,4315,2254,1
4057,3691,767,1
4058,1818,767,1
4059,2632,767,1
4060,2522,767,1
4061,5400,768,1
4062,1258,768,1
4063,207,104,1
4064,5153,104,1
4065,4291,308,1
4066,1470,308,1
4067,1516,1718,1
4068,2463,1419,1
4069,5967,1419,1
4070,2390,1419,1
4071,4143,1423,1
4072,4148,1423,1
4073,5516,1422,1
4074,5906,1422,1
4075,4893,649,1
4076,5887,198,1
4077,5946,198,1
4078,2598,198,1
4079,578,199,1
4080,2194,201,1
4081,5046,200,1
4082,879,2071,1
4083,5567,2071,1
4084,2040,2010,1
4085,3845,2009,1
4086,3844,2009,1
4087,1829,2011,1
4088,1371,2012,1
4089,4499,2012,1
4090,2063,2012,1
4091,1866,2014,1
4092,2068,2014,1
4093,4204,2013,1
4094,2067,2015,1
4095,2445,515,1
4096,3612,515,1
4097,3596,515,1
4098,4490,515,1
4099,2219,2037,1
4100,2219,2037,1
4101,5179,713,1
4102,2375,713,1
4103,3674,713,1
4104,5179,713,1
4105,2375,713,1
4106,3674,713,1
4107,218,800,1
4108,4554,800,1
4109,218,800,1
4110,4554,800,1
4111,5423,714,1
4112,5423,714,1
4113,1562,1160,1
4114,3690,1160,1
4115,3012,1160,1
4116,1704,1160,1
4117,4422,1160,1
4118,3657,1160,1
4119,6184,1160,1
4120,6303,1160,1
4121,5730,993,1
4122,69,993,1
4123,4318,662,1
4124,1391,103,1
4125,4041,1961,1
4126,4041,1961,1
4127,3075,2493,1
4128,3075,2493,1
4129,5524,659,1
4130,5795,658,1
4131,5077,661,1
4132,3672,660,1
4133,3021,1582,1
4134,242,1582,1
4135,4421,1582,1
4136,5417,1582,1
4137,375,1582,1
4138,405,1582,1
4139,4344,1591,1
4140,5952,319,1
4141,3492,1585,1
4142,3977,1585,1
4143,3690,1587,1
4144,4053,1590,1
4145,3662,1590,1
4146,2731,1590,1
4147,3158,1586,1
4148,3352,1588,1
4149,5447,1588,1
4150,2733,1588,1
4151,6051,1588,1
4152,1472,1588,1
4153,1594,1588,1
4154,6099,1588,1
4155,2348,1595,1
4156,2632,191,1
4157,656,1584,1
4158,307,1584,1
4159,4655,1584,1
4160,3202,1584,1
4161,3229,1584,1
4162,5865,1584,1
4163,3389,1584,1
4164,5766,1584,1
4165,5574,1584,1
4166,6320,1580,1
4167,421,1579,1
4168,6153,1594,1
4169,5904,1592,1
4170,5904,1581,1
4171,5629,1589,1
4172,1186,1583,1
4173,5100,1583,1
4174,2765,1583,1
4175,2395,1583,1
4176,711,1583,1
4177,1648,1583,1
4178,1479,1583,1
4179,515,1593,1
4180,4132,2152,1
4181,5769,2543,1
4182,2336,2542,1
4183,3690,1531,1
4184,4484,1531,1
4185,4320,2544,1
4186,4321,2544,1
4187,5816,2544,1
4188,617,613,1
4189,4431,2155,1
4190,450,1653,1
4191,560,1116,1
4192,3214,1116,1
4193,4079,1116,1
4194,4368,1116,1
4195,4259,1116,1
4196,5570,1116,1
4197,3106,1116,1
4198,269,1116,1
4199,559,1116,1
4200,875,1116,1
4201,2515,1885,1
4202,411,1885,1
4203,2514,1885,1
4204,491,1885,1
4205,1691,1885,1
4206,5355,1885,1
4207,4002,1885,1
4208,1674,314,1
4209,1674,314,1
4210,2814,1752,1
4211,1423,1640,1
4212,6189,1642,1
4213,1236,1641,1
4214,3694,1641,1
4215,961,1639,1
4216,1418,1638,1
4217,1459,1638,1
4218,1061,1638,1
4219,5852,1637,1
4220,775,2425,1
4221,6033,802,1
4222,2665,802,1
4223,3152,802,1
4224,3442,2076,1
4225,4309,2076,1
4226,2562,2076,1
4227,4069,2076,1
4228,2768,2076,1
4229,2556,2076,1
4230,878,2076,1
4231,997,2076,1
4232,1467,2076,1
4233,5119,2076,1
4234,6299,2076,1
4235,943,2076,1
4236,3407,2076,1
4237,2550,2076,1
4238,4416,2076,1
4239,922,2076,1
4240,3167,2076,1
4241,16,2076,1
4242,2558,2076,1
4243,2540,2076,1
4244,4479,2076,1
4245,2564,2076,1
4246,6258,2076,1
4247,2322,2076,1
4248,2560,2076,1
4249,371,2076,1
4250,4312,2076,1
4251,656,2076,1
4252,2557,2076,1
4253,3919,2076,1
4254,4569,2076,1
4255,5100,2076,1
4256,6207,2076,1
4257,4573,2076,1
4258,4570,2076,1
4259,3202,2076,1
4260,3229,2076,1
4261,3085,2076,1
4262,5924,2076,1
4263,372,2076,1
4264,4758,2076,1
4265,5671,2076,1
4266,2230,2076,1
4267,3615,2076,1
4268,4505,2076,1
4269,4565,2076,1
4270,4692,2076,1
4271,405,2076,1
4272,6229,2076,1
4273,3401,2076,1
4274,3174,2076,1
4275,5949,976,1
4276,5949,976,1
4277,5977,1101,1
4278,3120,1101,1
4279,5977,1101,1
4280,3120,1101,1
4281,3807,2202,1
4282,3807,2202,1
4283,1818,791,1
4284,860,791,1
4285,403,791,1
4286,1818,791,1
4287,860,791,1
4288,403,791,1
4289,1290,794,1
4290,4794,887,1
4291,1001,888,1
4292,3878,888,1
4293,4031,1738,1
4294,2407,237,1
4295,6021,237,1
4296,6336,1850,1
4297,4688,799,1
4298,2627,825,1
4299,5576,974,1
4300,5160,974,1
4301,5277,1318,1
4302,4763,1325,1
4303,3144,1491,1
4304,4729,1491,1
4305,4438,1491,1
4306,1578,1491,1
4307,298,1323,1
4308,4988,1323,1
4309,4490,1323,1
4310,3249,1323,1
4311,4318,1323,1
4312,6088,1323,1
4313,5211,1301,1
4314,5211,1301,1
4315,5583,211,1
4316,5583,211,1
4317,2297,599,1
4318,5923,599,1
4319,1016,599,1
4320,2710,599,1
4321,2884,599,1
4322,3672,599,1
4323,2297,599,1
4324,5923,599,1
4325,1016,599,1
4326,2710,599,1
4327,2884,599,1
4328,3672,599,1
4329,5635,598,1
4330,5635,598,1
4331,617,597,1
4332,4325,597,1
4333,617,597,1
4334,4325,597,1
4335,2390,719,1
4336,5672,718,1
4337,4317,718,1
4338,1572,718,1
4339,3250,718,1
4340,6021,723,1
4341,172,723,1
4342,2811,2106,1
4343,215,2106,1
4344,3885,2106,1
4345,2707,596,1
4346,2451,596,1
4347,5893,596,1
4348,1849,174,1
4349,1973,174,1
4350,5776,174,1
4351,1509,174,1
4352,2771,174,1
4353,4712,174,1
4354,355,174,1
4355,1839,174,1
4356,4558,174,1
4357,3890,174,1
4358,2518,174,1
4359,4348,174,1
4360,2944,174,1
4361,4343,174,1
4362,1971,174,1
4363,4626,90,1
4364,3313,2383,1
4365,1069,1980,1
4366,4085,1980,1
4367,1881,1980,1
4368,1659,1980,1
4369,2799,1980,1
4370,4711,1980,1
4371,3581,1980,1
4372,6170,1064,1
4373,957,1064,1
4374,1818,1064,1
4375,3670,1221,1
4376,896,753,1
4377,4586,627,1
4378,2697,627,1
4379,2604,627,1
4380,2434,627,1
4381,3700,1220,1
4382,711,1215,1
4383,4421,1215,1
4384,4513,1219,1
4385,3943,1219,1
4386,3720,1218,1
4387,5557,1218,1
4388,3184,1218,1
4389,6164,1218,1
4390,3195,1218,1
4391,4053,1218,1
4392,6122,1218,1
4393,6212,1218,1
4394,6214,1218,1
4395,3528,1218,1
4396,4729,1218,1
4397,1948,1218,1
4398,1762,1218,1
4399,2919,1218,1
4400,6194,1218,1
4401,3177,1218,1
4402,3178,1218,1
4403,4725,1218,1
4404,3441,1218,1
4405,207,1218,1
4406,3404,1218,1
4407,950,1218,1
4408,2522,1218,1
4409,4491,1218,1
4410,824,1218,1
4411,538,1218,1
4412,2755,1218,1
4413,4744,1218,1
4414,3404,1218,1
4415,5730,1214,1
4416,4754,1216,1
4417,4449,1217,1
4418,4493,1212,1
4419,88,26,1
4420,89,26,1
4421,1340,495,1
4422,5102,495,1
4423,2551,495,1
4424,1976,495,1
4425,2951,495,1
4426,3849,495,1
4427,3621,495,1
4428,1287,495,1
4429,4908,495,1
4430,376,495,1
4431,4528,495,1
4432,2431,495,1
4433,4697,495,1
4434,5514,497,1
4435,1259,497,1
4436,662,497,1
4437,4665,497,1
4438,4917,497,1
4439,3158,497,1
4440,2551,497,1
4441,3154,497,1
4442,577,497,1
4443,1547,497,1
4444,6263,497,1
4445,4058,497,1
4446,779,497,1
4447,1050,497,1
4448,3628,497,1
4449,5774,497,1
4450,3420,497,1
4451,1883,497,1
4452,505,497,1
4453,5466,497,1
4454,1178,497,1
4455,4776,497,1
4456,1450,497,1
4457,4845,497,1
4458,5583,497,1
4459,3089,497,1
4460,3145,497,1
4461,4986,497,1
4462,2884,497,1
4463,3495,497,1
4464,6098,497,1
4465,3598,496,1
4466,5988,2102,1
4467,3755,2102,1
4468,4344,1172,1
4469,1513,1179,1
4470,6092,1175,1
4471,1290,493,1
4472,2239,2447,1
4473,3971,2448,1
4474,2283,2448,1
4475,5516,1503,1
4476,4614,2140,1
4477,4586,746,1
4478,69,1069,1
4479,900,1787,1
4480,6155,312,1
4481,5372,525,1
4482,5078,525,1
4483,53,525,1
4484,787,525,1
4485,2825,525,1
4486,6302,525,1
4487,2136,525,1
4488,2548,2075,1
4489,143,2111,1
4490,2115,826,1
4491,5904,826,1
4492,5919,826,1
4493,2902,826,1
4494,5087,824,1
4495,4579,277,1
4496,2652,1280,1
4497,2129,755,1
4498,138,755,1
4499,582,755,1
4500,2451,755,1
4501,176,755,1
4502,389,755,1
4503,1266,337,1
4504,881,337,1
4505,1547,1840,1
4506,2313,1840,1
4507,2263,1840,1
4508,1818,924,1
4509,6027,1264,1
4510,1115,2563,1
4511,885,2563,1
4512,4059,2563,1
4513,5915,2563,1
4514,893,2563,1
4515,3057,2563,1
4516,6283,2563,1
4517,6186,2563,1
4518,5912,2563,1
4519,3200,2563,1
4520,3936,2563,1
4521,5913,2563,1
4522,4008,2563,1
4523,5566,2563,1
4524,5914,2563,1
4525,5911,2563,1
4526,574,2563,1
4527,4367,2563,1
4528,6327,2563,1
4529,5679,2563,1
4530,5678,2563,1
4531,3015,2563,1
4532,5916,2563,1
4533,1115,2563,1
4534,885,2563,1
4535,4059,2563,1
4536,5915,2563,1
4537,893,2563,1
4538,3057,2563,1
4539,6283,2563,1
4540,6186,2563,1
4541,5912,2563,1
4542,3200,2563,1
4543,3936,2563,1
4544,5913,2563,1
4545,4008,2563,1
4546,5566,2563,1
4547,5914,2563,1
4548,5911,2563,1
4549,574,2563,1
4550,4367,2563,1
4551,6327,2563,1
4552,5679,2563,1
4553,5678,2563,1
4554,3015,2563,1
4555,5916,2563,1
4556,3221,2476,1
4557,5640,2476,1
4558,856,1055,1
4559,6238,1055,1
4560,3858,1055,1
4561,3796,1055,1
4562,3250,868,1
4563,2070,1242,1
4564,6169,1243,1
4565,4562,170,1
4566,5351,170,1
4567,4496,170,1
4568,5817,170,1
4569,4679,170,1
4570,5041,170,1
4571,1121,170,1
4572,4521,170,1
4573,2942,170,1
4574,5038,170,1
4575,4678,170,1
4576,3458,170,1
4577,764,170,1
4578,5035,170,1
4579,5370,170,1
4580,282,170,1
4581,4773,170,1
4582,972,170,1
4583,2531,170,1
4584,337,170,1
4585,2995,170,1
4586,4949,170,1
4587,726,170,1
4588,613,170,1
4589,4380,170,1
4590,1007,170,1
4591,2571,170,1
4592,587,170,1
4593,5399,170,1
4594,1796,170,1
4595,6331,170,1
4596,3066,170,1
4597,4226,170,1
4598,1118,1478,1
4599,5014,1478,1
4600,412,1478,1
4601,2916,1478,1
4602,6116,1478,1
4603,334,1478,1
4604,4758,1478,1
4605,1455,1478,1
4606,4016,1475,1
4607,5614,1475,1
4608,519,1475,1
4609,3856,1556,1
4610,280,1241,1
4611,5674,1241,1
4612,59,1241,1
4613,280,1241,1
4614,5674,1241,1
4615,59,1241,1
4616,3882,1029,1
4617,5904,264,1
4618,88,24,1
4619,89,24,1
4620,2014,1999,1
4621,2274,23,1
4622,4755,23,1
4623,124,23,1
4624,1447,1962,1
4625,4286,1963,1
4626,1355,1963,1
4627,6179,1963,1
4628,4131,2257,1
4629,211,1796,1
4630,5900,1796,1
4631,4470,1997,1
4632,4284,256,1
4633,6192,2113,1
4634,1814,2113,1
4635,4993,2113,1
4636,1,1433,1
4637,3343,2169,1
4638,3345,2169,1
4639,4635,2169,1
4640,1026,2169,1
4641,1596,2169,1
4642,6106,2169,1
4643,2324,2169,1
4644,171,2169,1
4645,3256,997,1
4646,3375,997,1
4647,3256,997,1
4648,3375,997,1
4649,2794,167,1
4650,2794,167,1
4651,169,166,1
4652,3575,166,1
4653,4180,166,1
4654,2142,166,1
4655,1559,166,1
4656,1611,166,1
4657,2526,166,1
4658,2922,166,1
4659,169,166,1
4660,3575,166,1
4661,4180,166,1
4662,2142,166,1
4663,1559,166,1
4664,1611,166,1
4665,2526,166,1
4666,2922,166,1
4667,433,1762,1
4668,5743,1459,1
4669,1193,996,1
4670,230,996,1
4671,3699,1902,1
4672,4556,1902,1
4673,5501,1902,1
4674,3748,1902,1
4675,323,1902,1
4676,6010,1902,1
4677,6321,1902,1
4678,64,1902,1
4679,2954,1902,1
4680,2693,1902,1
4681,840,1902,1
4682,4389,1902,1
4683,2962,1902,1
4684,5571,1902,1
4685,3206,1902,1
4686,2114,1902,1
4687,5595,1902,1
4688,2724,1902,1
4689,3850,1902,1
4690,2113,1902,1
4691,978,1902,1
4692,4153,750,1
4693,1467,80,1
4694,5948,80,1
4695,3795,78,1
4696,4767,78,1
4697,2947,78,1
4698,4076,78,1
4699,5578,78,1
4700,2638,78,1
4701,5861,78,1
4702,1353,78,1
4703,202,78,1
4704,580,78,1
4705,4794,78,1
4706,3302,78,1
4707,2221,78,1
4708,2415,78,1
4709,2174,78,1
4710,2426,78,1
4711,2506,78,1
4712,1382,78,1
4713,3170,78,1
4714,1251,78,1
4715,2362,78,1
4716,3494,79,1
4717,6308,357,1
4718,1344,356,1
4719,6202,354,1
4720,728,358,1
4721,4313,355,1
4722,41,168,1
4723,5981,168,1
4724,4435,168,1
4725,5114,168,1
4726,5461,316,1
4727,596,272,1
4728,2171,272,1
4729,3390,272,1
4730,1288,272,1
4731,4627,272,1
4732,4623,272,1
4733,5455,272,1
4734,5276,272,1
4735,2752,1952,1
4736,783,1952,1
4737,785,1952,1
4738,2029,1952,1
4739,2963,1952,1
4740,5013,1952,1
4741,4877,1952,1
4742,917,1952,1
4743,3872,1952,1
4744,915,1952,1
4745,1379,1952,1
4746,875,698,1
4747,875,698,1
4748,5036,616,1
4749,1103,616,1
4750,5177,616,1
4751,6019,616,1
4752,2282,616,1
4753,2967,616,1
4754,5115,616,1
4755,6102,616,1
4756,1785,616,1
4757,1471,616,1
4758,1081,616,1
4759,5570,616,1
4760,1750,616,1
4761,2884,616,1
4762,5593,1358,1
4763,5521,1643,1
4764,14,1983,1
4765,5328,1983,1
4766,6316,1983,1
4767,452,1983,1
